"ID","IssueID","CommitID","Filename","Additions","Deletions","RawURL","FileSHA"
349,323,35053,tests/compiler/std/polyfills.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/std/polyfills.untouched.wat,"0267eb75e0d4f56f2ed6e0bf15ac55738ab56700"
268,323,35053,tests/compiler/rc/logical-and-mismatch.optimized.wat,24,24,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/rc/logical-and-mismatch.optimized.wat,"028e2b64d855104ee5f73f4490f494e534a59299"
235,323,35053,tests/compiler/logical.optimized.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/logical.optimized.wat,"0298582781bae366bab45ee48c964234bb463a6b"
294,323,35053,tests/compiler/resolve-ternary.untouched.wat,500,503,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/resolve-ternary.untouched.wat,"02aaa3dcf53c055d73ac44a1e67a78b22f0fab63"
173,323,35053,tests/compiler/class.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/class.untouched.wat,"03e6cd205225b213aeaec38a7c8e2e4b1aeaf031"
380,323,35053,tests/compiler/wildcard-export.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/wildcard-export.untouched.wat,"03ecd3058b20b57b4134bcf3d19e65bc760e5c49"
339,323,35053,tests/compiler/std/new.optimized.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/std/new.optimized.wat,"04f4800a66e7fd465ba7d3599602ce780bd484ae"
143,323,35053,src/flow.ts,365,164,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/src/flow.ts,"061c1aacca8c719874c6e828501d5c5abbd19d1a"
241,323,35053,tests/compiler/mandelbrot.optimized.wat,42,42,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/mandelbrot.optimized.wat,"0757a198bce345510cb40b760932f8f0c92a38c2"
261,323,35053,tests/compiler/portable-conversions.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/portable-conversions.untouched.wat,"08839798c611b6155af1547b06d3fa661eba954b"
293,323,35053,tests/compiler/resolve-ternary.optimized.wat,136,137,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/resolve-ternary.optimized.wat,"0a838332c0651f306f44831befa66c757ac86643"
169,323,35053,tests/compiler/call-super.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/call-super.untouched.wat,"0b5c6f6d2e8183e48c4f44acee5cbdffeb254a97"
264,323,35053,tests/compiler/rc/global-init.optimized.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/rc/global-init.optimized.wat,"0bb872de62b167195febdda78fc6c8fbf4aedc6f"
154,323,35053,tests/compiler/abi.optimized.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/abi.optimized.wat,"0bc7a7ba9726db906b9eff3770708362f04968d7"
317,323,35053,tests/compiler/static-this.untouched.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/static-this.untouched.wat,"0bf6583a3989ffe55347c61a8d68241e7cfa53cd"
201,323,35053,tests/compiler/features/simd.optimized.wat,2,2,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/features/simd.optimized.wat,"0c8dfc056b6452107a22f4f8e94c95a268275614"
300,323,35053,tests/compiler/retain-release-sanity.untouched.wat,273,285,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/retain-release-sanity.untouched.wat,"0ddb8646a5519dc26ee48ef628bbb5967cf62e03"
221,323,35053,tests/compiler/infer-array.optimized.wat,14,14,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/infer-array.optimized.wat,"10b1b22c7f214a2e85cd930a2bf56eee89d26e74"
167,323,35053,tests/compiler/call-optional.untouched.wat,10,9,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/call-optional.untouched.wat,"113c73360bb187da2927a1b34a5ef19bd604b6be"
215,323,35053,tests/compiler/getter-call.untouched.wat,5,4,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/getter-call.untouched.wat,"146976a77876ca0bb13d14c87e83b74fe615215e"
222,323,35053,tests/compiler/infer-array.untouched.wat,136,165,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/infer-array.untouched.wat,"149ccb73b7abe2d782b4b137f8b0ddc76c0afc72"
248,323,35053,tests/compiler/memmove.untouched.wat,57,62,https://github.com/AssemblyScript/assemblyscript/raw/76f445063d45c302786ec30f84e72135147ae37d/tests/compiler/memmove.untouched.wat,"1738cfbbf846910a670393cc8aa88cc2fa67aa17"
